PROLIFIC_PID,id,PID,date,timer_total,age,gender,gender_open,rururb01,rururb02,rururb02_open,rururb03,education,party,party_open,party_closer,party_preference,party_strength,party_importance,party_importance_raw,affpol_raw,affpol_weighted,valence_democrats,valence_republicans,arousal_democrats,arousal_republicans,condition,outparty_estimate,deviation,control_est_dem,control_est_rep,treat_est_dem_01,treat_est_dem_02,treat_est_dem_03,treat_est_rep_01,treat_est_rep_02,treat_est_rep_03,manip_check_01,democratic_support,freefair,freefair_raw,ethnicity01,ethnicity02,ethnicity_open,income,treat_dem_surprise,treat_rep_surprise,treat_dem_credible,treat_rep_credible,purpose,feedback,pre_commitment,pre_attention,post_attention,max_boxes,easy65,hard80,hard95,work_total,work_voteurban,work_voterural,work_ingroup,work_outgroup,work_difference,democratic_support_raw,antidemocratic_01,antidemocratic_02,antidemocratic_03,antidemocratic_04,democratic_01,democratic_02,democratic_03,democratic_04,freefair_01,freefair_02,freefair_02_r,inparty,outparty
619,R_5Dkf1QU6FbFEt5U,P309,04/03/2026 05:18,1488,64,Woman,,Suburb,Suburb,,1,4-year college degree,Democrat,,NA,Democrat,Strong,1.1504505656455,100,1.71329713959852,2.48093721056519,100,0,100,100,Treatment,3,-1,NA,NA,Sometimes,Often,NA,NA,NA,NA,Republican,-1.37842259956547,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,"Yes, I will",passed,failed,22,14,18,21,4,2,2,2,2,0,201,50,49,50,50,50,51,50,50,NA,NA,NA,Democrat,Republican
62,R_6rCbPhQxSZWoe0p,P536,24/02/2026 17:09,1084,50,Man,,Suburb,Suburb,,3,"College, but not degree",Democrat,,NA,Democrat,Strong,-0.320294106332716,65,0.679428751077218,1.0572903229762,72,2,76,93,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,Republican,0.372409824328832,0.939203043737683,10,White,"Hispanic, Latino, or Spanish origin",,"$20,000 to $29,999",NA,NA,NA,NA,tedious,,"Yes, I will",passed,passed,24,16,19,23,9,8,1,8,1,7,354,10,16,8,12,90,84,92,88,5,1,5,Democrat,Republican
626,R_5Wv4nSHAoWKmaD4,P350,05/03/2026 01:46,929,63,Man,,Suburb,City,,3,4-year college degree,Republican,,NA,Republican,Strong,-0.908591975124001,51,-0.00981684127031756,-0.338188467805396,21,71,21,71,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,Republican,0.383853173504612,0.939203043737683,10,White,NA,,"$100,000 to $149,999",NA,70,NA,71,Like a mouse earning a piece of cheese.,Interesting,"Yes, I will",passed,passed,17,11,14,16,17,9,8,8,9,-1,355,11,21,12,1,89,79,88,99,5,1,5,Republican,Democrat
627,R_7QzYUrSu8iafFoO,P593,05/03/2026 02:32,758,62,Man,,City,Small-town,,3,"College, but not degree",Democrat,,NA,Democrat,Strong,0.940344183934323,95,-0.113203680122448,0.0379367580254496,81,34,63,70,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$50,000 to $59,999",70,NA,41,NA,okay,no,"Yes, I will",passed,passed,13,8,10,12,16,8,8,8,8,0,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
628,R_1qTESkvMkwpe3rP,P111,05/03/2026 18:03,1342,61,Man,,City,Small-town,,4,2-year college degree,Democrat,,NA,Democrat,Strong,0.73023780222315,90,0.33480595490345,0.511041391401124,90,30,70,70,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,Republican,0.669936902899105,0.939203043737683,10,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,A Little Shaky I am Old,My Hand Eye Cordornation isn't good for this study,"Yes, I will",passed,passed,12,8,10,11,12,4,8,4,8,-4,380,0,0,0,20,100,100,100,80,5,1,5,Democrat,Republican
629,R_1strGidTwVoBybw,P119,05/03/2026 18:52,1425,58,Woman,,City,City,,3,"College, but not degree",Democrat,,NA,Democrat,Strong,0.352046315143038,81,-0.00981684127031756,0.0748657330369665,90,40,82,49,Treatment,3,-1,NA,NA,Sometimes,Often,NA,NA,NA,NA,Republican,-0.256974380339053,0.939203043737683,10,"Hispanic, Latino, or Spanish origin",NA,,"$50,000 to $59,999",50,NA,94,NA,"interesting,informative",,"Yes, I will",passed,passed,12,8,10,11,6,5,1,5,1,4,299,20,50,10,21,80,50,90,79,5,1,5,Democrat,Republican
63,R_32PvueMVIxjwj5G,P144,24/02/2026 17:09,1175,73,Woman,,Suburb,Suburb,,4,Postgraduate degree,Democrat,,NA,Democrat,Strong,0.520131420511977,85,-1.38830802596539,-1.13999601193351,85,75,80,70,Treatment,3,-1,NA,NA,Sometimes,Often,NA,NA,NA,NA,Republican,0.898803886414699,0.939203043737683,10,Black or African-American,NA,,"$60,000 to $69,999",60,NA,50,NA,democracy,Interesting,"Yes, I will",passed,passed,22,14,18,21,18,9,9,9,9,0,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
630,R_5qyh4DkCJaaidq1,P397,06/03/2026 04:22,840,60,Man,,Suburb,City,,3,2-year college degree,Democrat,,NA,Democrat,Not very strong,0.0999186570896305,75,0.162494556816566,0.0809998170223263,85,30,40,70,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,"Interesting but easy to ""fail"" for the political party you don't endorse.",It was fun and enlightening.,"Yes, I will",passed,passed,25,16,20,24,8,6,2,6,2,4,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
631,R_1Yb033d0J4gMFVm,P70,06/03/2026 19:19,1025,74,Man,,Suburb,City,,3,4-year college degree,Republican,,NA,Republican,Strong,0.73023780222315,90,0.33480595490345,0.119369343692285,29,89,30,87,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,Republican,0.360966475153052,0.293190368150917,9,White,NA,,"$60,000 to $69,999",NA,62,NA,72,Enjoyable,It was engaging,"Yes, I will",passed,passed,12,8,10,11,14,6,8,8,6,2,353,15,24,3,5,85,76,97,95,5,2,4,Republican,Democrat
632,R_3DLWukOOdVvM1yG,P165,07/03/2026 17:14,1630,59,Woman,,Rural area,Small-town,,4,"College, but not degree",Democrat,,NA,Democrat,Not very strong,-0.530400488043889,60,-1.04368522979162,-0.930680075665061,60,40,60,40,Treatment,5,1,NA,NA,Almost always,Often,NA,NA,NA,NA,Republican,-0.531614760557766,0.293190368150917,9,White,NA,,"$20,000 to $29,999",90,NA,25,NA,Interesting  ,,"Yes, I will",passed,passed,16,10,13,15,16,8,8,8,8,0,275,0,50,50,25,100,50,50,75,5,2,4,Democrat,Republican
633,R_6e1Sysyl0lgFIhH,P505,07/03/2026 22:50,951,37,Woman,,Rural area,City,,2,High school,Republican,,NA,Republican,Not very strong,-0.530400488043889,60,-1.04368522979162,-0.881446968921909,59,79,51,65,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,Republican,-0.680378299842903,-0.352822307435849,8,White,NA,,"$30,000 to $39,999",NA,NA,NA,NA,Easy,,"Yes, I will",passed,passed,17,11,14,16,16,8,8,8,8,0,262,24,30,61,23,76,70,39,77,4,2,4,Republican,Democrat
634,R_1pRUNeUr15urkr8,P108,08/03/2026 04:35,1171,66,Man,,Small town,Small-town,,3,4-year college degree,Democrat,,NA,Democrat,Strong,0.310025038800804,80,1.33421206380738,1.44539679813522,95,6,60,80,Control,4,0,Often,NA,NA,NA,NA,NA,NA,NA,Democrat,-0.0624374443507976,0.293190368150917,9,Black or African-American,NA,,"$50,000 to $59,999",NA,NA,NA,NA,Interesting i tried my best and was challenged ( in a good way) ,Interesting. ,"Yes, I will",passed,passed,12,8,10,11,14,6,8,6,8,-2,316,23,20,22,19,77,80,78,81,5,2,4,Democrat,Republican
635,R_5nq7b85Zw3wYFPD,P391,08/03/2026 12:26,2869,68,Man,,Suburb,Suburb,,4,High school,Republican,,NA,Republican,Strong,0.856301631249854,93,1.36867434342475,-0.780407992695527,0,90,1,95,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,Republican,-1.76749647154198,-0.352822307435849,8,White,NA,,"$50,000 to $59,999",NA,NA,NA,NA,helpful,no,"Yes, I will",passed,passed,17,11,14,16,16,8,8,8,8,0,167,43,71,81,38,57,29,19,62,4,2,4,Republican,Democrat
636,R_3D69fbsh3TOfFZJ,P163,08/03/2026 18:18,1008,58,Man,,City,City,,4,"College, but not degree",Democrat,,NA,Democrat,Strong,0.478110144169742,84,0.300343675286073,0.641946110310259,61,2,70,100,Treatment,4,0,NA,NA,Often,NA,NA,NA,NA,NA,Republican,0.42962657020773,-0.352822307435849,8,White,NA,,"$40,000 to $49,999",22,NA,69,NA,Fun and easy.,"The reason Republicans worked instead of resting was to purposely fail to check all boxes, guaranteeing zero help for Democrats.","Yes, I will",passed,passed,12,8,10,11,10,1,9,1,9,-8,359,6,4,5,26,94,96,95,74,4,2,4,Democrat,Republican
637,R_7dnLOGYeK34PdDE,P613,08/03/2026 20:11,1168,67,Man,,Suburb,Suburb,,2,Postgraduate degree,Republican,,NA,Republican,Strong,0.520131420511977,85,0.644966471459841,0.862927104217973,18,87,84,65,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,Republican,0.154986189989017,-0.352822307435849,8,White,NA,,"$100,000 to $149,999",NA,36,NA,22,I found that the task allowed one to work the task but adjust performance to benefit one group over the other. This means that rate of participate in working for a less preferred political party is meaningless. ,Thank you for the opportunity to participate in this study.,"Yes, I will",passed,passed,18,12,14,17,14,7,7,7,7,0,335,25,17,6,17,75,83,94,83,4,2,4,Republican,Democrat
64,R_3SAj5XUfbjdRHVf,P195,24/02/2026 17:09,1081,60,Man,,Suburb,Suburb,,4,Postgraduate degree,Republican,,NA,Republican,Not very strong,0.646195249538681,88,-1.11260978902637,-0.893177959812146,67,85,55,89,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,Democrat,-2.63719100890124,-0.352822307435849,8,Black or African-American,NA,,"$150,000 or more",NA,86,NA,71,,,"Yes, I will",passed,failed,13,8,10,12,11,5,6,6,5,1,91,85,74,63,87,15,26,37,13,4,2,4,Republican,Democrat
640,R_31Zue0LlAWyGUOU,P139,09/03/2026 14:00,1004,73,Woman,,Small town,Small-town,,4,Postgraduate degree,Republican,,NA,Republican,Strong,0.520131420511977,85,1.19636294533787,1.60498121930626,0,85,95,75,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,Democrat,-1.00079207676473,0.939203043737683,10,White,NA,,"$40,000 to $49,999",NA,35,NA,50,It was tense & long and I worked hard!,Interesting study...,"Yes, I will",passed,passed,24,16,19,23,14,6,8,8,6,2,234,21,75,70,0,79,25,30,100,5,1,5,Republican,Democrat
641,R_3KT8axzEMYUKwnK,P177,09/03/2026 14:01,832,37,Man,,Suburb,Suburb,,1,4-year college degree,Republican,,NA,Republican,Not very strong,-2.33731537075998,17,-0.871373831704737,-0.875911335087482,25,50,69,25,Control,1,-3,NA,Almost never,NA,NA,NA,NA,NA,NA,Republican,-0.245531031163273,-0.352822307435849,8,White,NA,,"Less than $10,000",NA,NA,NA,NA,difficult,"It is very hard to do this on a trackpad of a laptop. If every click registered, the best I could do was 1 box per second. ","Yes, I will",passed,passed,12,8,10,11,8,8,0,0,8,-8,300,0,0,50,50,100,100,50,50,3,1,5,Republican,Democrat
642,R_5R4RPBpEwvPFoXm,P340,09/03/2026 14:04,1193,58,Woman,,City,Rural,,3,"College, but not degree",Republican,,NA,Republican,Strong,0.73023780222315,90,1.19636294533787,1.79741032454412,15,100,100,90,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,Republican,-0.646048252315564,-0.352822307435849,8,White,NA,,"$80,000 to $89,999",NA,NA,NA,NA,fun,no,"Yes, I will",passed,passed,20,13,16,19,9,1,8,8,1,7,265,63,34,32,6,37,66,68,94,3,1,5,Republican,Democrat
643,R_3oIomhbVc4wYE5B,P253,09/03/2026 14:06,867,36,Woman,,Suburb,Small-town,,4,4-year college degree,Republican,,NA,Republican,Strong,-0.0261451719370734,72,-0.423364196678839,-0.364332035266115,32,70,51,59,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,Republican,-0.348521173745291,-0.352822307435849,8,White,NA,,"$150,000 or more",NA,NA,NA,NA,easy,,"Yes, I will",passed,passed,12,8,10,11,9,0,9,9,0,9,291,22,36,31,20,78,64,69,80,4,2,4,Republican,Democrat
644,R_7jrhIBxSzMx5R9T,P631,09/03/2026 14:08,958,72,Man,,Suburb,Suburb,,4,2-year college degree,Republican,,NA,Republican,Strong,0.0999186570896305,75,0.679428751077218,0.701286370415647,10,80,80,50,Treatment,1,-3,NA,NA,NA,NA,NA,Almost never,Often,NA,Republican,0.0977694441101185,-0.998834983022615,7,Asian,NA,,"$10,000 to $19,999",NA,90,NA,10,easy,No comment,"Yes, I will",passed,passed,22,14,18,21,10,3,7,7,3,4,330,0,10,10,50,100,90,90,50,3,2,4,Republican,Democrat
645,R_338DF9lY3VWCaZR,P147,09/03/2026 14:09,674,54,Woman,,Rural area,Rural,,5,4-year college degree,Republican,,NA,Republican,Not very strong,-0.866570698781766,52,-0.83691155208736,-0.709706065357836,43,69,46,71,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Almost always,Often,Democrat,-0.35996452292107,0.939203043737683,10,White,NA,,"$100,000 to $149,999",NA,76,NA,49,Pleasant. ,Thank you,"Yes, I will",passed,passed,28,18,22,27,11,5,6,6,5,1,290,25,31,25,29,75,69,75,71,5,1,5,Republican,Democrat
646,R_3I3LcqCQtAu8jlD,P174,09/03/2026 14:10,1019,40,Woman,,Rural area,Rural,,2,4-year college degree,Democrat,,NA,Democrat,Strong,-0.068166448279308,71,-1.078147509409,-0.92237992737659,60,41,56,54,Control,3,-1,Sometimes,NA,NA,NA,NA,NA,NA,NA,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$80,000 to $89,999",NA,NA,NA,NA,easy,,"Yes, I will",passed,passed,25,16,20,24,18,9,9,9,9,0,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
647,R_37vGLfBnGcsbZnz,P156,09/03/2026 14:10,771,38,Woman,,City,City,,5,Postgraduate degree,Democrat,,NA,Democrat,Not very strong,-2.42135792344445,15,0.265881395668697,-0.300513111084143,65,7,15,80,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,Republican,-0.668934950667123,-1.64484765860938,6,Asian,NA,,"$50,000 to $59,999",71,NA,80,NA,"It was fine, but I put a lot less effort for one organization than the other.",No.,"Yes, I will",passed,passed,26,17,21,25,17,8,9,8,9,-1,263,5,55,2,75,95,45,98,25,2,2,4,Democrat,Republican
648,R_5OMVi5LuqTegVvo,P335,09/03/2026 14:12,1193,37,Man,,City,City,,5,4-year college degree,Republican,,NA,Republican,Not very strong,-0.656464317070593,57,-1.5261571444349,-1.31019922983589,49,55,50,55,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,Republican,-1.65306297978418,-0.352822307435849,8,White,NA,,"$80,000 to $89,999",NA,60,NA,70,Engaging and meaningful.,The survey is well designed and easy to follow.,"Yes, I will",passed,passed,13,8,10,12,15,8,7,7,8,-1,177,67,69,36,51,33,31,64,49,5,3,3,Republican,Democrat
649,R_3nni7oYzgSLHa0h,P251,09/03/2026 14:14,687,27,Woman,,Suburb,Small-town,,2,4-year college degree,Democrat,,NA,Democrat,Strong,0.0158761044051612,73,-0.73352471323523,-0.460725417841254,70,41,76,82,Control,4,0,Often,NA,NA,NA,NA,NA,NA,NA,Republican,-0.565944808085105,0.293190368150917,9,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,Fun!,n/a,"Yes, I will",passed,passed,21,14,17,20,5,4,1,4,1,3,272,11,22,72,23,89,78,28,77,4,1,5,Democrat,Republican
650,R_1SDFUPUayrtxLrm,P63,09/03/2026 14:15,1287,28,Woman,,Suburb,Small-town,,3,2-year college degree,Republican,,NA,Republican,Not very strong,0.0999186570896305,75,-0.871373831704737,-0.793422984635452,40,65,46,50,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,Republican,0.669936902899105,0.293190368150917,9,American Indian or Alaska Native,NA,,"$40,000 to $49,999",NA,NA,NA,NA,Intense.,Good study!,"Yes, I will",passed,passed,21,14,17,20,15,7,8,8,7,1,380,5,5,0,10,95,95,100,90,4,1,5,Republican,Democrat
651,R_7GOdRCD8JyEqfDP,P576,09/03/2026 14:17,778,69,Woman,,City,Small-town,,3,Postgraduate degree,Democrat,,NA,Democrat,Strong,0.688216525880915,89,0.679428751077218,0.674749001967946,80,10,51,73,Treatment,3,-1,NA,NA,Sometimes,Often,NA,NA,NA,NA,Republican,-0.314191126217952,0.293190368150917,9,White,NA,,"$40,000 to $49,999",26,NA,51,NA,boring,nothing to add,"Yes, I will",passed,passed,14,9,11,13,8,6,2,6,2,4,294,11,11,80,4,89,89,20,96,4,1,5,Democrat,Republican
652,R_5rHg34fHsOUr5RM,P398,09/03/2026 14:25,788,51,Man,,City,Suburb,,3,"College, but not degree",Democrat,,NA,Democrat,Not very strong,-0.530400488043889,60,0.059107717964436,0.355948982770789,78,26,73,87,Control,3,-1,Sometimes,NA,NA,NA,NA,NA,NA,NA,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$10,000 to $19,999",NA,NA,NA,NA,I was disappointed when I missed hitting the targets.,,"Yes, I will",passed,passed,12,8,10,11,11,5,6,5,6,-1,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
653,R_6PjLjIVGZBIt2yB,P484,09/03/2026 14:25,918,34,Man,,Suburb,City,,5,Postgraduate degree,Republican,,NA,Republican,Strong,1.1504505656455,100,-0.00981684127031756,0.1509919787224,50,100,51,100,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,Democrat,-0.829141839128039,-1.64484765860938,6,White,NA,,"$70,000 to $79,999",NA,65,NA,75,,,"Yes, I will",passed,passed,27,18,22,26,8,4,4,4,4,0,249,54,16,60,21,46,84,40,79,4,4,2,Republican,Democrat
654,R_3sr8holmMDwU3pn,P275,09/03/2026 14:26,642,44,Woman,,Suburb,Suburb,,3,"College, but not degree",Republican,,NA,Republican,Strong,0.0578973807473959,74,-0.94029839093949,-0.745843663374099,56,79,60,71,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,Republican,-1.55007283720216,-0.352822307435849,8,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,frustrating,,"Yes, I will",passed,passed,12,8,10,11,0,0,0,0,0,0,186,41,43,60,70,59,57,40,30,4,2,4,Republican,Democrat
656,R_1MFsvw1opXbw5O8,P53,09/03/2026 14:32,1137,45,Man,,City,City,,5,2-year college degree,Republican,,NA,Republican,Strong,1.1504505656455,100,-0.00981684127031756,0.140517829782934,50,100,50,100,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,Republican,-0.817698489952259,0.939203043737683,10,White,NA,,"$50,000 to $59,999",NA,NA,NA,NA,awesome,,"Yes, I will",passed,passed,24,16,19,23,12,6,6,6,6,0,250,51,50,49,0,49,50,51,100,5,1,5,Republican,Democrat
657,R_34C98CzuIDzPm9T,P149,09/03/2026 14:33,701,49,Woman,,Suburb,City,,3,4-year college degree,Republican,,NA,Republican,Not very strong,-1.83306005465316,29,-0.871373831704737,-1.12304314125555,8,33,11,14,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,Democrat,0.555503411141307,0.939203043737683,10,White,NA,,"$150,000 or more",NA,12,NA,19,this was a little repetitive,no,"Yes, I will",passed,passed,22,14,18,21,16,8,8,8,8,0,370,0,0,30,0,100,100,70,100,5,1,5,Republican,Democrat
658,R_3qVCM178KxE9it3,P261,09/03/2026 14:33,892,19,Woman,,Small town,City,,3,High school,Republican,,NA,Republican,Not very strong,-1.24476218586188,43,-1.69846854252178,-1.45753142426299,49,50,32,57,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,Republican,-1.28687580615923,-1.64484765860938,6,White,Black or African-American,,"$20,000 to $29,999",NA,NA,NA,NA,Challenging,,"Yes, I will",passed,passed,17,11,14,16,15,7,8,8,7,1,209,57,61,54,19,43,39,46,81,4,4,2,Republican,Democrat
659,R_6IZ5niNU3vDVoFY,P465,09/03/2026 14:37,1192,54,Man,,Suburb,Suburb,,3,4-year college degree,Republican,,NA,Republican,Strong,0.478110144169742,84,-0.423364196678839,-0.212254162226812,50,88,63,81,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,Republican,0.898803886414699,0.939203043737683,10,Other,NA,Multiracial,"$90,000 to $99,999",NA,77,NA,8,The task was great.,None,"Yes, I will",passed,passed,26,17,21,25,13,6,7,7,6,1,400,0,0,0,0,100,100,100,100,5,1,5,Republican,Democrat
66,R_7ImJ4Ey2WInPl33,P579,24/02/2026 17:11,730,50,Man,,Suburb,City,,5,High school,Democrat,,NA,Democrat,Strong,0.940344183934323,95,1.36867434342475,1.84445883386702,95,5,95,80,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$60,000 to $69,999",NA,NA,NA,NA,i thought it was goos and fun,nothing else to add,"Yes, I will",passed,passed,21,14,17,20,12,6,6,6,6,0,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
660,R_1qesJhiVNF6mUU8,P114,09/03/2026 14:39,731,51,Man,,Suburb,Suburb,,2,4-year college degree,Republican,,NA,Republican,Not very strong,-0.530400488043889,60,0.679428751077218,0.26112842274852,20,90,55,30,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,Republican,0.8415871405358,-0.352822307435849,8,White,NA,,"$100,000 to $149,999",NA,20,NA,80,annoying,no,"Yes, I will",passed,passed,17,11,14,16,0,0,0,0,0,0,395,2,2,0,1,98,98,100,99,5,3,3,Republican,Democrat
662,R_3WArVJ3OBV2IJgt,P204,09/03/2026 14:43,1308,29,Man,,Suburb,Suburb,,3,Postgraduate degree,Republican,,NA,Republican,Strong,0.520131420511977,85,-0.00981684127031756,-0.174356053749754,30,80,30,75,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,Republican,0.727153648778003,0.939203043737683,10,Black or African-American,NA,,"$150,000 or more",NA,NA,NA,NA,The task felt simple and easy to follow. I liked that my choices could actually help get people out to vote.,Everything was clear and moved at a good pace.,"Yes, I will",passed,passed,27,18,22,26,13,7,6,6,7,-1,385,0,0,0,15,100,100,100,85,5,1,5,Republican,Democrat
663,R_11pca1egOz6Fe85,P10,09/03/2026 14:44,969,54,Man,,Rural area,Rural,,5,2-year college degree,Republican,,NA,Republican,Not very strong,-0.110187724621543,70,-0.00981684127031756,-0.536504778028132,26,76,13,64,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,Republican,-0.943575330885836,0.939203043737683,10,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,Interesting how it progressed and displayed that relevant information,,"Yes, I will",passed,passed,28,18,22,27,8,2,6,6,2,4,239,0,68,43,50,100,32,57,50,5,1,5,Republican,Democrat
664,R_1Evqftr0DHrG44O,P37,09/03/2026 14:45,1392,60,Woman,,City,Other,Beach town,NA,4-year college degree,Democrat,,NA,Democrat,Strong,0.646195249538681,88,0.955126988016232,1.44735626588026,88,10,85,95,Control,1,-3,Almost never,NA,NA,NA,NA,NA,NA,NA,Republican,0.830143791360021,-1.64484765860938,6,White,"Hispanic, Latino, or Spanish origin",,"$30,000 to $39,999",NA,NA,NA,NA,irritating,no,"Yes, I will",passed,passed,12,8,10,11,12,7,5,7,5,2,394,1,2,0,3,99,98,100,97,4,4,2,Democrat,Republican
665,R_6dnlHp5IY3UcFzI,P504,09/03/2026 14:46,1226,32,Woman,,Suburb,Suburb,,5,Postgraduate degree,Republican,,NA,Republican,Strong,1.1504505656455,100,-0.00981684127031756,0.140517829782934,50,100,50,100,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,Republican,-0.909245283358497,-0.998834983022615,7,Black or African-American,NA,,"$50,000 to $59,999",NA,NA,NA,NA,It was very involving,All was well,"Yes, I will",passed,passed,21,14,17,20,12,4,8,8,4,4,242,50,41,32,35,50,59,68,65,4,3,3,Republican,Democrat
666,R_5nT1eiq7NhtqmaO,P390,09/03/2026 14:47,797,47,Woman,,Small town,Small-town,,3,4-year college degree,Republican,,NA,Republican,Not very strong,-0.320294106332716,65,-0.182128239357201,-0.0785956630489833,25,70,70,55,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,Republican,0.154986189989017,-0.352822307435849,8,White,NA,,"$150,000 or more",NA,40,NA,70,I found it challenging to click all of the boxes in the allotted time without having a mouse hooked up to my laptop.,n/a,"Yes, I will",passed,failed,21,14,17,20,11,2,9,9,2,7,335,20,5,25,15,80,95,75,85,4,2,4,Republican,Democrat
667,R_5TnR7fHfKFjsogx,P346,09/03/2026 14:52,558,35,Woman,,City,City,,4,Postgraduate degree,Democrat,,NA,Democrat,Not very strong,-0.950613251466235,50,-0.388901917061462,-0.671285896050459,51,12,16,76,Treatment,3,-1,NA,NA,Sometimes,Often,NA,NA,NA,NA,Republican,0.475399966910849,0.939203043737683,10,White,NA,,"$150,000 or more",82,NA,23,NA,challenging and tiring,no,"Yes, I will",passed,passed,36,23,29,34,8,3,5,3,5,-2,363,10,7,12,8,90,93,88,92,5,1,5,Democrat,Republican
668,R_3v6Nqtn4lu85YeE,P279,09/03/2026 14:59,729,38,Woman,,Suburb,Small-town,,2,4-year college degree,Democrat,,NA,Democrat,Strong,0.772259078565384,91,0.679428751077218,0.789970551483356,70,0,50,100,Control,3,-1,Sometimes,NA,NA,NA,NA,NA,NA,NA,Republican,0.635606855371765,-1.64484765860938,6,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,Certain points for a certain amount of boxes clicked will convert to money to be donated either to help voter turnout in rural or urban areas.,no comments,"Yes, I will",passed,passed,15,10,12,14,12,8,4,8,4,4,377,0,15,0,8,100,85,100,92,4,4,2,Democrat,Republican
